contig.name,length,accession,annotation,percent.identity,match.length,evalue,kingdom,virus,taxonomy.number,virus.name,taxonomy,taxonomy.pattern,P18F,W3F,W64F,Y14F,Y17F,Y18F,Y25F,Y41F,Y52F,Y70F,Y7F
k141_304166,508,YP_009167352.1,YP_009167352.1 2B [Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN],89.9,169,6.13E-103,Viruses,Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN,1659219,Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus D|Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,0,0,6,0,6,0,24
k141_3131947,1144,YP_009165594.1,YP_009165594.1 polyprotein [Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN],90.5,190,4.18E-111,Viruses,Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN,1659219,Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus D|Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,2,0,0,0,0,0,0,0,0,137
k141_167355,637,YP_009104398.1,YP_009104398.1 3D protein [Crohivirus A],48.6,173,8.80E-47,Viruses,Crohivirus A,2169853,Crohivirus A,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Paavivirinae|Crohivirus|Crohivirus A,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,2,0,12,0,6,86,34,0
k141_2952678,560,YP_009345900.1,YP_009345900.1 polyprotein [Crohivirus B],59.1,186,1.16E-63,Viruses,Crohivirus B,2169854,Crohivirus B,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Paavivirinae|Crohivirus|Crohivirus B,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,4,0,0,0,12,18,0,0,0
k141_461909,487,NP_705876.1,NP_705876.1 Capsid protein VP1 [Ljungan virus],34.1,176,2.21E-22,Viruses,Ljungan virus,172314,Ljungan virus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Paavivirinae|Parechovirus|Parechovirus B|Ljungan virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,0,0,12,8,0,0,0
k141_352013,352,BDU46988.1,BDU46988.1 polyprotein [Parechovirus sp.],98.3,117,5.77E-68,Viruses,Parechovirus sp.,2516502,Parechovirus sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Paavivirinae|Parechovirus|unclassified Parechovirus|Parechovirus sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|no rank|species,0,0,0,0,0,0,0,0,10,0,0
k141_919445,475,BDU46988.1,BDU46988.1 polyprotein [Parechovirus sp.],96.8,158,3.66E-96,Viruses,Parechovirus sp.,2516502,Parechovirus sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Paavivirinae|Parechovirus|unclassified Parechovirus|Parechovirus sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|no rank|species,0,9,0,0,0,0,0,0,4,0,0
k141_3244951,674,AWK02688.1,AWK02688.1 polyprotein [Rattus tanezumi parechovirus],35.3,238,1.63E-31,Viruses,Rattus tanezumi parechovirus,2184405,Rattus tanezumi parechovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Paavivirinae|Parechovirus|unclassified Parechovirus|Rattus tanezumi parechovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|no rank|species,0,0,2,0,0,0,12,14,0,0,0
k141_188569,432,WAP91256.1,"WAP91256.1 MAG: polyprotein, partial [Avian associated picorna-like virus 25]",69.2,143,3.56E-61,Viruses,Avian associated picorna-like virus 25,2996219,Avian associated picorna-like virus 25,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|unclassified Picornaviridae|Avian associated picorna-like virus 25,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,0,2,6,0,2,0,6,0,0
k141_2136082,420,WAP91256.1,"WAP91256.1 MAG: polyprotein, partial [Avian associated picorna-like virus 25]",69.3,140,7.32E-58,Viruses,Avian associated picorna-like virus 25,2996219,Avian associated picorna-like virus 25,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|unclassified Picornaviridae|Avian associated picorna-like virus 25,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,4,2,0,2,2,2,0,0,8,0,0
k141_2707910,377,WAP91256.1,"WAP91256.1 MAG: polyprotein, partial [Avian associated picorna-like virus 25]",83.2,125,6.43E-64,Viruses,Avian associated picorna-like virus 25,2996219,Avian associated picorna-like virus 25,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|unclassified Picornaviridae|Avian associated picorna-like virus 25,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,6,0,0,2,0,2,0,0,0,0,0
k141_456615,528,WAP91256.1,"WAP91256.1 MAG: polyprotein, partial [Avian associated picorna-like virus 25]",88.6,175,3.62E-103,Viruses,Avian associated picorna-like virus 25,2996219,Avian associated picorna-like virus 25,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|unclassified Picornaviridae|Avian associated picorna-like virus 25,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,8,0,0,4,0,0,0,0,6,0,2
k141_1384591,1314,WAJ59634.1,WAJ59634.1 polyprotein [Paris nepovirus 1],31.6,411,3.63E-61,Viruses,Paris nepovirus 1,3002895,Paris nepovirus 1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Secoviridae|Comovirinae|Nepovirus|unclassified Nepovirus|Paris nepovirus 1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|no rank|species,10,14,10,0,15,0,26,0,0,0,0
k141_946167,420,WAJ59635.1,WAJ59635.1 polyprotein [Paris nepovirus 1],39.4,132,5.24E-23,Viruses,Paris nepovirus 1,3002895,Paris nepovirus 1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Secoviridae|Comovirinae|Nepovirus|unclassified Nepovirus|Paris nepovirus 1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|no rank|species,0,8,2,0,4,0,0,0,0,0,0
k141_1024314,3321,ULF99675.1,"ULF99675.1 MAG: putative polyprotein, partial [Picornavirales sp.]",56.2,616,8.30E-208,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,626,0,0,0,23,0,0,0,0,0,0
k141_1425256,6385,QJI53522.1,QJI53522.1 MAG: hypothetical protein 1 [Picornavirales sp.],92.5,1947,0,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,2085,37,42,18,351,68,1036,110,0,125,41
k141_1425270,327,QJI53580.1,QJI53580.1 MAG: hypothetical protein 1 [Picornavirales sp.],88.9,108,2.23E-56,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,14,0,0,1,0,2,14,0,0,5,2
k141_1877650,1103,ULF99675.1,"ULF99675.1 MAG: putative polyprotein, partial [Picornavirales sp.]",50,214,7.64E-54,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,0,0,0,0,60,0,0,0,0,0,0
k141_1967733,8050,ULF99675.1,"ULF99675.1 MAG: putative polyprotein, partial [Picornavirales sp.]",54,2070,0,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,8198,0,0,5,87,0,0,0,0,0,0
k141_2487562,2484,ULF99675.1,"ULF99675.1 MAG: putative polyprotein, partial [Picornavirales sp.]",56.2,804,5.05E-276,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,675,0,0,0,2,0,0,0,0,0,0
k141_2715781,304,UNY42000.1,UNY42000.1 MAG: polyprotein 1 [Picornavirales sp.],47.1,102,1.48E-22,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,0,0,0,0,0,0,4,0,0,0,0
k141_2823300,952,ULF99675.1,"ULF99675.1 MAG: putative polyprotein, partial [Picornavirales sp.]",68.4,212,6.02E-93,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,222,89,93,30,757,57,31,10,113,123,376
k141_2897534,2412,ULF99675.1,"ULF99675.1 MAG: putative polyprotein, partial [Picornavirales sp.]",56,803,2.30E-275,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,13,0,0,0,174,0,0,0,0,0,0
k141_656831,868,ULF99738.1,"ULF99738.1 MAG: putative polyprotein, partial [Picornavirales sp.]",50,128,4.49E-29,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,103,0,0,0,0,0,0,0,0,0,0
k141_872029,910,ULF99675.1,"ULF99675.1 MAG: putative polyprotein, partial [Picornavirales sp.]",56.2,308,1.59E-96,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,0,0,0,0,93,0,0,2,0,0,0
k141_894606,624,QJI53534.1,QJI53534.1 MAG: hypothetical protein 1 [Picornavirales sp.],41.8,170,2.57E-25,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,3,2,0,6,0,18,0,0,2,2,4
k141_2458320,6621,AWK02666.1,"AWK02666.1 polyprotein, partial [Rhinolophus sinicus picornavirus]",38.5,1985,0,Viruses,Rhinolophus sinicus picornavirus,2184398,Rhinolophus sinicus picornavirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Rhinolophus sinicus picornavirus,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,6,0,0,96,0,75,16,75,1067,225,0
k141_2977080,409,QXV86505.1,QXV86505.1 nonstructural protein 1a [Avastrovirus sp.],50.7,136,3.15E-32,Viruses,Avastrovirus sp.,2809168,Avastrovirus sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Avastrovirus|unclassified Avastrovirus|Avastrovirus sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,6,0,8,0,0,6,0,0,0
k141_326217,203,UZH25335.1,"UZH25335.1 ORF2, partial [Mamastrovirus 3]",71.7,46,1.45E-13,Viruses,Mamastrovirus 3,1239567,Mamastrovirus 3,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|Mamastrovirus 3,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|species,0,30,29,36,0,526,45,0,275,0,0
k141_1003535,6139,WDD45006.1,WDD45006.1 ORF1a [Bovine astrovirus],93.7,778,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,176,2,0,0,0,15702,0,0,0,0,2
k141_1004899,2346,BAS29609.1,BAS29609.1 ORF2 [Bovine astrovirus],78.5,753,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,8,99,0,0,0,0,0,0,0,1274,0
k141_1074818,451,WDD45018.1,WDD45018.1 ORF1a [Bovine astrovirus],97.8,139,1.87E-86,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,75,0,0,0,0,0,0,0,0
k141_1101159,400,QDH76159.1,"QDH76159.1 nonstructrial protein 1a, partial [Bovine astrovirus]",87.9,116,1.27E-57,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,17,0,0,0,0,0,0,0
k141_1164727,5467,BAS29631.1,BAS29631.1 ORF1ab [Bovine astrovirus],90.5,620,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,23,0,0,6,0,0,1584,3,63,2,1
k141_1179702,594,WDD45054.1,WDD45054.1 ORF1a [Bovine astrovirus],97.3,187,4.84E-122,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,10,2,0,2,0,10,0,20,0,0,6
k141_1219446,369,WDD45055.1,WDD45055.1 ORF2 [Bovine astrovirus],93.4,76,2.18E-34,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,2,2033,18,1,0,0,0,0,0,0,1
k141_123194,493,WEP24332.1,WEP24332.1 ORF1a [Bovine astrovirus],93.9,164,2.80E-88,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,0,12,0,6,0
k141_1245233,466,WDX94313.1,WDX94313.1 non-structural protein 1ab [Bovine astrovirus],87.2,141,5.53E-81,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,2,0,0,10,0,0,0,0
k141_1274177,776,WDD45038.1,WDD45038.1 ORF1b [Bovine astrovirus],98.8,258,1.16E-197,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,90,0,0,0,0,0,2,0
k141_1377661,330,WDD45104.1,"WDD45104.1 ORF1b, partial [Bovine astrovirus]",98.2,109,4.70E-74,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,8,0,0,0,0,0,0,0,0,0,0
k141_1406438,345,WEP24354.1,WEP24354.1 ORF1a [Bovine astrovirus],99.1,115,1.33E-56,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,15,0,0,0,0,0,0,0,0,0,0
k141_1522643,2111,QDH76161.1,QDH76161.1 capsid precursor protein [Bovine astrovirus],90.5,677,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,207,8,0,0,0,0
k141_1581502,2946,UIT55529.1,UIT55529.1 polyprotein [Bovine astrovirus],97,506,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,97,0,2,0,4,0,1,0,1882,0
k141_1582220,4260,BAS29631.1,BAS29631.1 ORF1ab [Bovine astrovirus],93.4,777,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,6,4,0,94,2,0,65,3588,2,10,10
k141_1651574,755,WDD45035.1,"WDD45035.1 ORF1b, partial [Bovine astrovirus]",98.8,251,6.60E-190,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,27,20,0,0,0,0,0,0,0,0,10
k141_1662675,742,WDD45014.1,WDD45014.1 ORF1a [Bovine astrovirus],96,247,5.50E-159,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,88,0,0,0,0,0,0,0,0,0,0
k141_1791253,318,WDX94315.1,WDX94315.1 capsid protein [Bovine astrovirus],75.7,103,1.71E-45,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,2,0,0,8,0,0,0,0
k141_1838097,1046,WDD45063.1,WDD45063.1 ORF1a [Bovine astrovirus],94.4,339,1.66E-221,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,63,0,0,0,0,0,0,0,0,0
k141_1925529,2251,UIT55531.1,UIT55531.1 ORF2 [Bovine astrovirus],89.8,737,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,2,0,0,1,647
k141_1992689,439,WDD45065.1,"WDD45065.1 ORF1b, partial [Bovine astrovirus]",100,146,3.08E-103,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,8,0,2,0,4,0,8,0,0,28
k141_2232633,6303,WDD45045.1,WDD45045.1 ORF1a [Bovine astrovirus],95.3,817,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,8,22,25,10,0,5953,0,3,0,0,44
k141_2350854,468,WEP24343.1,WEP24343.1 ORF2 [Bovine astrovirus],96.8,155,4.39E-102,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,14,5,0,0,0,0,0,0,0,0,0
k141_2486748,312,WDD45032.1,WDD45032.1 ORF1a [Bovine astrovirus],95.2,104,1.58E-58,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,2,5,0,0,0,0,0,0,0,0,0
k141_2604521,393,WCO04011.1,"WCO04011.1 ORF1a, partial [Bovine astrovirus]",88.5,130,2.32E-75,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,16,0,3,0,18,0,0,0
k141_2624294,716,WEP24329.1,WEP24329.1 ORF1a [Bovine astrovirus],92.7,234,4.13E-150,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,65,0,0,0,0,0,0,0,0,0,0
k141_2641256,788,WDD45101.1,"WDD45101.1 ORF1b, partial [Bovine astrovirus]",97.7,262,1.24E-192,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,4,39,101,2,0,0,0,0,0,0,4
k141_2652641,678,WDD45066.1,WDD45066.1 ORF1a [Bovine astrovirus],98.2,225,1.19E-142,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,10,0,0,0,2,0,0,0,0,26
k141_269222,438,WDD45065.1,"WDD45065.1 ORF1b, partial [Bovine astrovirus]",98.6,146,1.35E-104,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,2,0,0,0,0,2,0,12,0,0,2
k141_2749966,701,BAS29632.1,BAS29632.1 ORF1a [Bovine astrovirus],93.6,233,2.54E-135,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,93,0,0,0,0,0,0,0,0,0,0
k141_2806948,594,BAS29632.1,BAS29632.1 ORF1a [Bovine astrovirus],93.6,187,3.89E-118,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,137,1,0,0,0
