contig.name,length,accession,annotation,percent.identity,match.length,evalue,kingdom,virus,taxonomy.number,virus.name,taxonomy,taxonomy.pattern,P18,W3,W64,Y14,Y17,Y18,Y25,Y41,Y52F,Y70,Y7
k141_3204434,451,AZZ69986.1,"AZZ69986.1 VP1 protein, partial [Bovine kobuvirus]",90.7,150,1.08E-93,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0.64754158,0,0,0,1.104715094,0,0,0
k141_429773,416,ALM04213.1,ALM04213.1 polyprotein [Bovine kobuvirus],90.6,138,3.06E-73,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,1.159951402,0,0,0,0,0,0,0,0,0
k141_989941,458,AQR58517.1,"AQR58517.1 2BC protein, partial [Bovine kobuvirus]",92.1,152,8.23E-94,Viruses,Bovine kobuvirus,1476554,Bovine kobuvirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus B|Bovine kobuvirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,1.159951402,0,0,0,0,0,0,0,0,0
k141_853470,2930,WCS91595.1,WCS91595.1 polyprotein [Aichivirus D],87.9,948,0,Viruses,Aichivirus D,1897731,Aichivirus D,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus D,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0.142713807,0,0.151291687,0,32.30725656
k141_1072899,687,YP_009167353.1,YP_009167353.1 2C [Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN],100,209,3.44E-146,Viruses,Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN,1659219,Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus D|Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0.407998928,0,0,0,0,0,0.285427614,0,0,0,6.935065544
k141_304166,508,YP_009167352.1,YP_009167352.1 2B [Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN],89.9,169,6.13E-103,Viruses,Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN,1659219,Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus D|Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,0,0,0.428141422,0,0.45387506,0,2.029775281
k141_3131947,1144,YP_009165594.1,YP_009165594.1 polyprotein [Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN],90.5,190,4.18E-111,Viruses,Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN,1659219,Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Kodimesavirinae|Kobuvirus|Aichivirus D|Kobuvirus cattle/Kagoshima-2-24-KoV/2015/JPN,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0.193325234,0,0,0,0,0,0,0,0,11.5866339
k141_167355,637,YP_009104398.1,YP_009104398.1 3D protein [Crohivirus A],48.6,173,8.80E-47,Viruses,Crohivirus A,2169853,Crohivirus A,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Paavivirinae|Crohivirus|Crohivirus A,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0.161885395,0,0.87481002,0,0.509868505,6.505542533,2.784433119,0
k141_2952678,560,YP_009345900.1,YP_009345900.1 polyprotein [Crohivirus B],59.1,186,1.16E-63,Viruses,Crohivirus B,2169854,Crohivirus B,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Paavivirinae|Crohivirus|Crohivirus B,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0.302644134,0,0,0,0.856282843,1.529605515,0,0,0
k141_461909,487,NP_705876.1,NP_705876.1 Capsid protein VP1 [Ljungan virus],34.1,176,2.21E-22,Viruses,Ljungan virus,172314,Ljungan virus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Paavivirinae|Parechovirus|Parechovirus B|Ljungan virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species|no rank,0,0,0,0,0,0,0.856282843,0.679824673,0,0,0
k141_352013,352,BDU46988.1,BDU46988.1 polyprotein [Parechovirus sp.],98.3,117,5.77E-68,Viruses,Parechovirus sp.,2516502,Parechovirus sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Paavivirinae|Parechovirus|unclassified Parechovirus|Parechovirus sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|no rank|species,0,0,0,0,0,0,0,0,0.756458434,0,0
k141_919445,475,BDU46988.1,BDU46988.1 polyprotein [Parechovirus sp.],96.8,158,3.66E-96,Viruses,Parechovirus sp.,2516502,Parechovirus sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Paavivirinae|Parechovirus|unclassified Parechovirus|Parechovirus sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|no rank|species,0,0.869963551,0,0,0,0,0,0,0.302583374,0,0
k141_3244951,674,AWK02688.1,AWK02688.1 polyprotein [Rattus tanezumi parechovirus],35.3,238,1.63E-31,Viruses,Rattus tanezumi parechovirus,2184405,Rattus tanezumi parechovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|Paavivirinae|Parechovirus|unclassified Parechovirus|Rattus tanezumi parechovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|no rank|species,0,0,0.151322067,0,0,0,0.856282843,1.189693178,0,0,0
k141_188569,432,WAP91256.1,"WAP91256.1 MAG: polyprotein, partial [Avian associated picorna-like virus 25]",69.2,143,3.56E-61,Viruses,Avian associated picorna-like virus 25,2996219,Avian associated picorna-like virus 25,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|unclassified Picornaviridae|Avian associated picorna-like virus 25,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0,0,0,0.161885395,0.505551759,0,0.142713807,0,0.45387506,0,0
k141_2136082,420,WAP91256.1,"WAP91256.1 MAG: polyprotein, partial [Avian associated picorna-like virus 25]",69.3,140,7.32E-58,Viruses,Avian associated picorna-like virus 25,2996219,Avian associated picorna-like virus 25,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|unclassified Picornaviridae|Avian associated picorna-like virus 25,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0.271999285,0.193325234,0,0.161885395,0.168517253,0.14580167,0,0,0.605166747,0,0
k141_2707910,377,WAP91256.1,"WAP91256.1 MAG: polyprotein, partial [Avian associated picorna-like virus 25]",83.2,125,6.43E-64,Viruses,Avian associated picorna-like virus 25,2996219,Avian associated picorna-like virus 25,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|unclassified Picornaviridae|Avian associated picorna-like virus 25,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0.407998928,0,0,0.161885395,0,0.14580167,0,0,0,0,0
k141_456615,528,WAP91256.1,"WAP91256.1 MAG: polyprotein, partial [Avian associated picorna-like virus 25]",88.6,175,3.62E-103,Viruses,Avian associated picorna-like virus 25,2996219,Avian associated picorna-like virus 25,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Picornaviridae|unclassified Picornaviridae|Avian associated picorna-like virus 25,no rank|superkingdom|clade|kingdom|phylum|class|order|family|no rank|species,0.54399857,0,0,0.32377079,0,0,0,0,0.45387506,0,0.16914794
k141_1384591,1314,WAJ59634.1,WAJ59634.1 polyprotein [Paris nepovirus 1],31.6,411,3.63E-61,Viruses,Paris nepovirus 1,3002895,Paris nepovirus 1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Secoviridae|Comovirinae|Nepovirus|unclassified Nepovirus|Paris nepovirus 1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|no rank|species,0.679998213,1.353276636,0.756610334,0,1.263879397,0,1.855279494,0,0,0,0
k141_946167,420,WAJ59635.1,WAJ59635.1 polyprotein [Paris nepovirus 1],39.4,132,5.24E-23,Viruses,Paris nepovirus 1,3002895,Paris nepovirus 1,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|Secoviridae|Comovirinae|Nepovirus|unclassified Nepovirus|Paris nepovirus 1,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|no rank|species,0,0.773300935,0.151322067,0,0.337034506,0,0,0,0,0,0
k141_1024314,3321,ULF99675.1,"ULF99675.1 MAG: putative polyprotein, partial [Picornavirales sp.]",56.2,616,8.30E-208,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,42.56788813,0,0,0,1.937948409,0,0,0,0,0,0
k141_1425256,6385,QJI53522.1,QJI53522.1 MAG: hypothetical protein 1 [Picornavirales sp.],92.5,1947,0,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,141.7796274,3.576516823,3.177763404,1.456968555,29.57477789,4.957256782,73.92575214,9.347589257,0,10.23688647,3.467532772
k141_1425270,327,QJI53580.1,QJI53580.1 MAG: hypothetical protein 1 [Picornavirales sp.],88.9,108,2.23E-56,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,0.951997498,0,0,0.080942698,0,0.14580167,0.998996651,0,0,0.409475459,0.16914794
k141_1877650,1103,ULF99675.1,"ULF99675.1 MAG: putative polyprotein, partial [Picornavirales sp.]",50,214,7.64E-54,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,0,0,0,0,5.055517588,0,0,0,0,0,0
k141_1967733,8050,ULF99675.1,"ULF99675.1 MAG: putative polyprotein, partial [Picornavirales sp.]",54,2070,0,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,557.462535,0,0,0.404713488,7.330500502,0,0,0,0,0,0
k141_2487562,2484,ULF99675.1,"ULF99675.1 MAG: putative polyprotein, partial [Picornavirales sp.]",56.2,804,5.05E-276,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,45.89987938,0,0,0,0.168517253,0,0,0,0,0,0
k141_2715781,304,UNY42000.1,UNY42000.1 MAG: polyprotein 1 [Picornavirales sp.],47.1,102,1.48E-22,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,0,0,0,0,0,0,0.285427614,0,0,0,0
k141_2823300,952,ULF99675.1,"ULF99675.1 MAG: putative polyprotein, partial [Picornavirales sp.]",68.4,212,6.02E-93,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,15.09596033,8.602972897,7.036476109,2.428280925,63.78378023,4.155347597,2.212064012,0.849780842,8.547980305,10.07309628,31.79981274
k141_2897534,2412,ULF99675.1,"ULF99675.1 MAG: putative polyprotein, partial [Picornavirales sp.]",56,803,2.30E-275,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,0.883997677,0,0,0,14.661001,0,0,0,0,0,0
k141_656831,868,ULF99738.1,"ULF99738.1 MAG: putative polyprotein, partial [Picornavirales sp.]",50,128,4.49E-29,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,7.003981594,0,0,0,0,0,0,0,0,0,0
k141_872029,910,ULF99675.1,"ULF99675.1 MAG: putative polyprotein, partial [Picornavirales sp.]",56.2,308,1.59E-96,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,0,0,0,0,7.836052261,0,0,0.169956168,0,0,0
k141_894606,624,QJI53534.1,QJI53534.1 MAG: hypothetical protein 1 [Picornavirales sp.],41.8,170,2.57E-25,Viruses,Picornavirales sp.,1955153,Picornavirales sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Picornavirales sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,0.203999464,0.193325234,0,0.485656185,0,1.312215031,0,0,0.151291687,0.163790183,0.33829588
k141_2458320,6621,AWK02666.1,"AWK02666.1 polyprotein, partial [Rhinolophus sinicus picornavirus]",38.5,1985,0,Viruses,Rhinolophus sinicus picornavirus,2184398,Rhinolophus sinicus picornavirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales|unclassified Picornavirales|Rhinolophus sinicus picornavirus,no rank|superkingdom|clade|kingdom|phylum|class|order|no rank|species,0.407998928,0,0,7.770498961,0,5.467562628,1.141710458,6.373356311,80.71411492,18.42639564,0
k141_2977080,409,QXV86505.1,QXV86505.1 nonstructural protein 1a [Avastrovirus sp.],50.7,136,3.15E-32,Viruses,Avastrovirus sp.,2809168,Avastrovirus sp.,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Avastrovirus|unclassified Avastrovirus|Avastrovirus sp.,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0.453966201,0,0.674069012,0,0,0.509868505,0,0,0
k141_326217,203,UZH25335.1,"UZH25335.1 ORF2, partial [Mamastrovirus 3]",71.7,46,1.45E-13,Viruses,Mamastrovirus 3,1239567,Mamastrovirus 3,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|Mamastrovirus 3,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|species,0,2.899878505,2.194169969,2.91393711,0,38.34583923,3.211060663,0,20.80260694,0,0
k141_1003535,6139,WDD45006.1,WDD45006.1 ORF1a [Bovine astrovirus],93.7,778,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,11.96796855,0.193325234,0,0,0,1144.688912,0,0,0,0,0.16914794
k141_1004899,2346,BAS29609.1,BAS29609.1 ORF2 [Bovine astrovirus],78.5,753,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0.54399857,9.569599066,0,0,0,0,0,0,0,104.3343469,0
k141_1074818,451,WDD45018.1,WDD45018.1 ORF1a [Bovine astrovirus],97.8,139,1.87E-86,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,5.674577507,0,0,0,0,0,0,0,0
k141_1101159,400,QDH76159.1,"QDH76159.1 nonstructrial protein 1a, partial [Bovine astrovirus]",87.9,116,1.27E-57,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,1.376025858,0,0,0,0,0,0,0
k141_1164727,5467,BAS29631.1,BAS29631.1 ORF1ab [Bovine astrovirus],90.5,620,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,1.56399589,0,0,0.485656185,0,0,113.0293353,0.254934252,4.765688135,0.163790183,0.08457397
k141_1179702,594,WDD45054.1,WDD45054.1 ORF1a [Bovine astrovirus],97.3,187,4.84E-122,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0.679998213,0.193325234,0,0.161885395,0,0.72900835,0,1.699561683,0,0,0.50744382
k141_1219446,369,WDD45055.1,WDD45055.1 ORF2 [Bovine astrovirus],93.4,76,2.18E-34,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0.135999643,196.5151,1.361898602,0.080942698,0,0,0,0,0,0,0.08457397
k141_123194,493,WEP24332.1,WEP24332.1 ORF1a [Bovine astrovirus],93.9,164,2.80E-88,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,0,1.01973701,0,0.49137055,0
k141_1245233,466,WDX94313.1,WDX94313.1 non-structural protein 1ab [Bovine astrovirus],87.2,141,5.53E-81,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0.161885395,0,0,0.713569036,0,0,0,0
k141_1274177,776,WDD45038.1,WDD45038.1 ORF1b [Bovine astrovirus],98.8,258,1.16E-197,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,7.284842776,0,0,0,0,0,0.163790183,0
k141_1377661,330,WDD45104.1,"WDD45104.1 ORF1b, partial [Bovine astrovirus]",98.2,109,4.70E-74,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0.54399857,0,0,0,0,0,0,0,0,0,0
k141_1406438,345,WEP24354.1,WEP24354.1 ORF1a [Bovine astrovirus],99.1,115,1.33E-56,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,1.019997319,0,0,0,0,0,0,0,0,0,0
k141_1522643,2111,QDH76161.1,QDH76161.1 capsid precursor protein [Bovine astrovirus],90.5,677,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,15.09047285,0.570855229,0,0,0,0
k141_1581502,2946,UIT55529.1,UIT55529.1 polyprotein [Bovine astrovirus],97,506,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,9.376273832,0,0.161885395,0,0.29160334,0,0.084978084,0,154.1265626,0
k141_1582220,4260,BAS29631.1,BAS29631.1 ORF1ab [Bovine astrovirus],93.4,777,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0.407998928,0.386650467,0,7.608613566,0.168517253,0,4.638198735,304.9013659,0.151291687,0.818950917,0.8457397
k141_1651574,755,WDD45035.1,"WDD45035.1 ORF1b, partial [Bovine astrovirus]",98.8,251,6.60E-190,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,1.835995175,1.933252337,0,0,0,0,0,0,0,0,0.8457397
k141_1662675,742,WDD45014.1,WDD45014.1 ORF1a [Bovine astrovirus],96,247,5.50E-159,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,5.983984274,0,0,0,0,0,0,0,0,0,0
k141_1791253,318,WDX94315.1,WDX94315.1 capsid protein [Bovine astrovirus],75.7,103,1.71E-45,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0.161885395,0,0,0.570855229,0,0,0,0
k141_1838097,1046,WDD45063.1,WDD45063.1 ORF1a [Bovine astrovirus],94.4,339,1.66E-221,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,6.08974486,0,0,0,0,0,0,0,0,0
k141_1925529,2251,UIT55531.1,UIT55531.1 ORF2 [Bovine astrovirus],89.8,737,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0,0,0,0,0,0.142713807,0,0,0.081895092,54.71935862
k141_1992689,439,WDD45065.1,"WDD45065.1 ORF1b, partial [Bovine astrovirus]",100,146,3.08E-103,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0,0.773300935,0,0.161885395,0,0.29160334,0,0.679824673,0,0,2.368071161
k141_2232633,6303,WDD45045.1,WDD45045.1 ORF1a [Bovine astrovirus],95.3,817,0,Viruses,Bovine astrovirus,1435485,Bovine astrovirus,root|Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae|Mamastrovirus|unclassified Mamastrovirus|Bovine astrovirus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|genus|no rank|species,0.54399857,2.12657757,1.891525836,0.809426975,0,433.978671,0,0.254934252,0,0,3.721254682
