contig.name,length,accession,annotation,percent.identity,match.length,evalue,kingdom,virus,taxonomy.number,virus.name,taxonomy,taxonomy.pattern,P18O,W3O,W64O,Y14O,Y17O,Y18O,Y25O,Y41O,Y52O,Y70O,Y7O
k141_479386,2874,YP_003457304.1,YP_003457304.1 hypothetical protein PCPV_gp001 [Pseudocowpox virus],90.7,150,2.47E-75,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,96,0,0,0,0,0,0,866,0,288,0
k141_491870,544,YP_003457389.1,YP_003457389.1 early transcription factor [Pseudocowpox virus],99.4,181,5.25E-115,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,44,0,0,0
k141_496354,2980,ADC53770.1,ADC53770.1 IL-10 [Pseudocowpox virus],87.9,199,9.28E-105,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,64,0,0,0,0,0,0,546,0,0,0
k141_500035,582,YP_003457358.1,YP_003457358.1 poly(A)-polymerase subunit [Pseudocowpox virus],100,193,8.15E-135,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,32,0,0,0
k141_514837,365,ADC53888.1,ADC53888.1 hypothetical protein [Pseudocowpox virus],95.3,107,1.23E-69,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,20,0,0,0,0,0,0,20,0,0,0
k141_52720,363,AFI43919.1,"AFI43919.1 major envelope protein, partial [Pseudocowpox virus]",99.2,120,2.12E-79,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,22,0,0,0,0,0,0,8,0,0,0
k141_545313,1737,ADC53883.1,ADC53883.1 hypothetical protein [Pseudocowpox virus],99.4,179,4.04E-120,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,102,0,0,0,0,0,20,1124,0,0,0
k141_567442,302,YP_003457329.1,YP_003457329.1 hypothetical protein PCPV_gp026 [Pseudocowpox virus],89.8,98,4.07E-47,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,22,0,0,0,0,0,0,10,0,0,0
k141_570132,2562,ADC53859.1,ADC53859.1 virion core protein [Pseudocowpox virus],90.1,262,5.01E-95,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,34,580,0,0,0
k141_583780,975,ADC53778.1,ADC53778.1 hypothetical protein [Pseudocowpox virus],95.8,313,1.12E-213,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,107,0,0,0
k141_588250,476,YP_003457379.1,YP_003457379.1 hypothetical protein PCPV_gp076 [Pseudocowpox virus],81.9,72,5.30E-31,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,20,0,0,0
k141_71208,504,YP_003457381.1,YP_003457381.1 rifampicin resistance protein [Pseudocowpox virus],100,167,4.87E-109,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,71,0,0,0
k141_73759,307,YP_003457366.1,YP_003457366.1 late transcription factor VLTF4 [Pseudocowpox virus],97.8,90,1.48E-48,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,42,0,0,0
k141_80303,334,ADC53826.1,ADC53826.1 RNA-polymerase subunit RPO147 [Pseudocowpox virus],99.1,111,1.83E-64,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,14,0,0,0
k141_91060,333,YP_003457333.1,YP_003457333.1 hypothetical protein PCPV_gp030 [Pseudocowpox virus],100,106,6.91E-64,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,20,0,0,0
k141_93569,336,ADC53850.1,ADC53850.1 virion core protein P4b precursor [Pseudocowpox virus],99.1,111,1.26E-65,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,14,18,0,0,0
k141_95318,638,YP_003457401.1,YP_003457401.1 DNA helicase [Pseudocowpox virus],99.5,211,2.96E-139,Viruses,Pseudocowpox virus,129726,Pseudocowpox virus,root|Viruses|Varidnaviria|Bamfordvirae|Nucleocytoviricota|Pokkesviricetes|Chitovirales|Poxviridae|Chordopoxvirinae|Parapoxvirus|Pseudocowpox virus,no rank|superkingdom|clade|kingdom|phylum|class|order|family|subfamily|genus|species,0,0,0,0,0,0,0,44,0,0,0
